timestamp,solar_gen,temperature,humidity,pressure,hour,month,cloud_cover,irradiance,panel_efficiency
2025-01-01 00:00:00,1.2726449950335985,19.465506773932937,82.91138455481138,1033.168391161343,0,1,0.1430603551077393,856.9396448922607,0.28261254182678874
2025-01-01 01:00:00,2.250017412131675,20.84278779671963,31.191722431527868,927.265558423955,1,1,0.28180320574864137,718.1967942513586,0.29606267137445164
2025-01-01 02:00:00,5.1617426016825,27.12801486963239,38.779681000506066,939.0567838529988,2,1,0.41187889741967587,588.1211025803241,0.3002486497671546
2025-01-01 03:00:00,6.652560648392656,27.164026420232474,43.917237651475304,1048.7326423026614,3,1,0.7934143064173104,206.58569358268963,0.3077799288515216
2025-01-01 04:00:00,5.5160124410233955,25.103784727089863,89.7147057549398,903.1722777702344,4,1,0.424433301805461,575.566698194539,0.3166426486473004
2025-01-01 05:00:00,7.700317905494568,28.8936464471791,71.13764145460891,1072.7657615685787,5,1,0.922387723351332,77.61227664866799,0.3148553981101655
2025-01-01 06:00:00,5.913036154196114,33.61927060494375,75.35977877944362,970.2981974899952,6,1,0.6951676926959001,304.8323073040999,0.3133494723247643
2025-01-01 07:00:00,4.705110360426997,32.21548046807918,52.952857390639196,964.1832537447491,7,1,0.4010270951920091,598.972904807991,0.30730835425797465
2025-01-01 08:00:00,6.519428653587992,27.491008686814492,85.62704704616056,1081.047416991057,8,1,0.9823219526452657,17.67804735473433,0.30053684043484397
2025-01-01 09:00:00,13.272788337214827,30.140564438228196,53.88797015005035,976.8070174656319,9,1,0.11543715116390929,884.5628488360907,0.3118409117353099
2025-01-01 10:00:00,9.46511762787723,26.424905539208872,30.888912960883623,1063.9691782867599,10,1,0.22402641657419375,775.9735834258063,0.31384855983685267
2025-01-01 11:00:00,10.45824036773855,20.490274390686892,42.803016250031334,958.9876745061674,11,1,0.7066242899997714,293.37571000022854,0.29090953445242584
2025-01-01 12:00:00,9.638769314538775,20.08630329388751,59.89379760194571,1085.9719654581136,12,1,0.5489872802190644,451.0127197809356,0.3009077538181478
2025-01-01 13:00:00,11.66974311650309,20.628521759982867,57.122415937630755,991.9103751676514,13,1,0.11407960750112445,885.9203924988756,0.3089540715077428
2025-01-01 14:00:00,4.125295025410293,13.516093012214464,70.3697488019661,910.2363635654208,14,1,0.9441993331851419,55.80066681485807,0.29403036849167397
2025-01-01 15:00:00,9.420770605140058,11.25207980509234,79.57729441822713,929.0672484560359,15,1,0.4024511519479309,597.548848052069,0.313776687532606
2025-01-01 16:00:00,8.981943145541488,9.827127409391032,30.212851530794612,1042.7094894584716,16,1,0.5333562954914457,466.6437045085543,0.29875640956970423
2025-01-01 17:00:00,7.622076438454385,10.236580072065891,30.79946150902091,1034.6344934558322,17,1,0.26900549443361044,730.9945055663895,0.2994153536511891
2025-01-01 18:00:00,7.129784320485717,10.197873189680841,48.3877766453656,1018.7360685087809,18,1,0.00887384845034811,991.1261515496519,0.30159236408135276
2025-01-01 19:00:00,4.589570799580005,9.256648039253161,58.86432363097117,1080.7272070639365,19,1,0.8650821506007079,134.91784939929207,0.29978065026079875
2025-01-01 20:00:00,6.351536611916824,10.22024652852652,79.28233180797092,972.5488489302005,20,1,0.6197461702894225,380.2538297105775,0.2992564813266241
2025-01-01 21:00:00,3.0856593717795278,8.950205774319176,52.29666168247287,1011.886192438146,21,1,0.1727090976024077,827.2909023975923,0.31963820970841494
2025-01-01 22:00:00,2.484692836544735,10.703648567685432,53.71336204709635,1068.3288661647823,22,1,0.09346869083648512,906.5313091635148,0.29567870527506335
2025-01-01 23:00:00,1.7924461967436844,17.27102775998744,66.13607376656398,910.7933101769787,23,1,0.9013247869157218,98.67521308427818,0.31951056985903403
2025-01-02 00:00:00,3.008020978654994,18.16177960506559,39.42175242685737,904.8118551426584,0,1,0.7944504127674954,205.5495872325046,0.311070914463805
2025-01-02 01:00:00,0.0,25.000116859473906,47.44309183065816,932.3252108367893,1,1,0.1240826439664362,875.9173560335638,0.2932168150802602
2025-01-02 02:00:00,0.0,24.89669401914473,65.78023321356031,931.8921208405467,2,1,0.25119283197119147,748.8071680288085,0.29244618944925077
2025-01-02 03:00:00,0.0,27.91744238504881,32.48021600763236,962.20277982503,3,1,0.14742216949568032,852.5778305043196,0.3099973298870842
2025-01-02 04:00:00,0.0,29.563862068531456,49.63783903467016,1004.6501187324487,4,1,0.44973828531628457,550.2617146837155,0.2818556261821742
2025-01-02 05:00:00,0.0,30.488655924494424,74.44888640183031,997.5668435273518,5,1,0.8208296272724218,179.17037272757818,0.2951744219027682
2025-01-02 06:00:00,0.0,32.000628273718185,53.65916981869022,991.525566736162,6,1,0.47990834233493407,520.0916576650659,0.30840624855020793
2025-01-02 07:00:00,0.0,31.31677945464474,44.166444738326625,913.7900238747004,7,1,0.0758887590185775,924.1112409814225,0.3169110112094464
2025-01-02 08:00:00,0.0,23.10838504453937,87.60534541881552,921.8513826337498,8,1,0.6585301587917091,341.4698412082909,0.3105886695225162
2025-01-02 09:00:00,0.0,30.288608421263927,33.64360866873037,1008.844934976506,9,1,0.34531485147464513,654.6851485253549,0.2867416159270351
2025-01-02 10:00:00,0.0,29.629365125840476,81.0758099053528,950.380937330948,10,1,0.04238736889076189,957.6126311092381,0.3019661749481763
2025-01-02 11:00:00,0.0,20.927040311467437,70.48586719764864,1024.9706581517344,11,1,0.7361135947974533,263.8864052025467,0.323602745060407
2025-01-02 12:00:00,0.0,18.253572504594114,62.79582702454496,947.2836740778948,12,1,0.4736917122362032,526.3082877637968,0.30533720152050814
2025-01-02 13:00:00,0.0,18.578050543497152,46.816696557215536,902.7779216654715,13,1,0.8270325182618119,172.9674817381881,0.3031031572257282
2025-01-02 14:00:00,0.0,18.96282448533451,38.82105175054319,965.9683516348549,14,1,0.7603869409123474,239.61305908765263,0.3035637922325418
2025-01-02 15:00:00,0.0,15.096039397568436,74.98897471305543,1008.3028430846902,15,1,0.9306010989865261,69.3989010134739,0.31215322504009707
2025-01-02 16:00:00,0.0,13.420962948361886,40.1778709881178,1065.6700061580777,16,1,0.03344951004406871,966.5504899559313,0.301469268076367
