timestamp,consumption,temperature,hour,day_of_week,month,occupancy,weather,previous_day_cons,weekend
2025-01-01 00:00:00,3.848658371480914,19.465506773932937,0,2,1,1,0.7512049045919577,4.591635646723897,0
2025-01-01 01:00:00,4.693129404945563,20.84278779671963,1,2,1,1,0.12290156234721439,6.617382497434256,0
2025-01-01 02:00:00,5.6602158106859894,27.12801486963239,2,2,1,0,0.8562198030886082,7.9083145643291255,0
2025-01-01 03:00:00,6.64559346902347,27.164026420232474,3,2,1,0,0.1287102682863963,7.446736133385177,0
2025-01-01 04:00:00,8.322497552568187,25.103784727089863,4,2,1,0,0.29697095940300744,7.70323906157321,0
2025-01-01 05:00:00,9.32433215086041,28.8936464471791,5,2,1,1,0.5449722271324349,6.367028024641162,0
2025-01-01 06:00:00,7.8994652762426485,33.61927060494375,6,2,1,1,0.43887651569295294,7.697384613321617,0
2025-01-01 07:00:00,7.473367067756354,32.21548046807918,7,2,1,1,0.0917723746044502,8.306709408040087,0
2025-01-01 08:00:00,8.878704249445116,27.491008686814492,8,2,1,1,0.2915426115458857,6.627028259606846,0
2025-01-01 09:00:00,7.802339861621798,30.140564438228196,9,2,1,1,0.9706862138887176,7.029345804072339,0
2025-01-01 10:00:00,6.404517055386045,26.424905539208872,10,2,1,0,0.8167451192253103,6.12944138334269,0
2025-01-01 11:00:00,4.720285183038064,20.490274390686892,11,2,1,1,0.8316349952455486,5.626633639170796,0
2025-01-01 12:00:00,6.167895419406269,20.08630329388751,12,2,1,1,0.6759441258140905,5.048448654634817,0
2025-01-01 13:00:00,2.875416484585524,20.628521759982867,13,2,1,0,0.8391840962455722,4.069078866954559,0
2025-01-01 14:00:00,3.6626754305745806,13.516093012214464,14,2,1,1,0.3625399047890041,2.6021173337837675,0
2025-01-01 15:00:00,2.568295834389574,11.25207980509234,15,2,1,1,0.0009943656895358144,3.041677234376177,0
2025-01-01 16:00:00,1.3977784119202388,9.827127409391032,16,2,1,1,0.23167817932393497,0.8719260817256973,0
2025-01-01 17:00:00,2.5732322479602443,10.236580072065891,17,2,1,1,0.9209225038256103,1.2696264724003858,0
2025-01-01 18:00:00,2.2186862013470567,10.197873189680841,18,2,1,1,0.5532103996428714,1.1067644523564488,0
2025-01-01 19:00:00,2.1178994173282377,9.256648039253161,19,2,1,1,0.8448762637880086,2.0279158371750476,0
2025-01-01 20:00:00,3.266643911361027,10.22024652852652,20,2,1,1,0.7460740116262872,1.7157430908794538,0
2025-01-01 21:00:00,2.070032816638511,8.950205774319176,21,2,1,0,0.05189030597302091,2.6091275510521186,0
2025-01-01 22:00:00,3.956724667522064,10.703648567685432,22,2,1,1,0.28250394355896413,3.8776146800766167,0
2025-01-01 23:00:00,3.9138588289049294,17.27102775998744,23,2,1,1,0.42814150409907237,4.093237539789678,0
2025-01-02 00:00:00,5.221267697226992,18.16177960506559,0,3,1,1,0.5230117425099066,3.848658371480914,0
2025-01-02 01:00:00,4.707158933546146,25.000116859473906,1,3,1,0,0.34735928171338926,4.693129404945563,0
2025-01-02 02:00:00,7.556865525876125,24.89669401914473,2,3,1,1,0.44569376801910754,5.6602158106859894,0
2025-01-02 03:00:00,6.383315947696499,27.91744238504881,3,3,1,1,0.7094017686324395,6.64559346902347,0
2025-01-02 04:00:00,9.556710832642839,29.563862068531456,4,3,1,1,0.06502696051405055,8.322497552568187,0
2025-01-02 05:00:00,9.121671054691774,30.488655924494424,5,3,1,1,0.892615231203603,9.32433215086041,0
2025-01-02 06:00:00,7.018821791349342,32.000628273718185,6,3,1,1,0.05232410550949251,7.8994652762426485,0
2025-01-02 07:00:00,8.290580331364982,31.31677945464474,7,3,1,1,0.8494788754538988,7.473367067756354,0
2025-01-02 08:00:00,6.989247471529353,23.10838504453937,8,3,1,0,0.3200423333870138,8.878704249445116,0
2025-01-02 09:00:00,7.288315464042063,30.288608421263927,9,3,1,1,0.19966381840293468,7.802339861621798,0
2025-01-02 10:00:00,7.172628472186901,29.629365125840476,10,3,1,1,0.5660209765792986,6.404517055386045,0
